CB_NAME_RELIGIOUS2;Religious Invasion of [Title.GetName];Invasion religieuse de[Title.GetName];Religiöse Invasion von [Title.GetName];;Religious Invasion of [Title.GetName];;;;;;;;;x;;;
ca_culture_group_arabic_1;Small Riding Grounds;Petit centre équestre;Kleines Reitgelände;;Zona de equitación pequeña;;;;;;;;;x
ca_culture_group_arabic_2;Medium Riding Grounds;Centre équestre intermédiaire;Mittleres Reitgelände;;Zona de equitación mediana;;;;;;;;;x
ca_culture_group_arabic_3;Large Riding Grounds;Grand centre équestre;Großes Reitgelände;;Zona de equitación grande;;;;;;;;;x
ca_culture_group_arabic_4;Great Riding Grounds;Très grand centre équestre;Riesiges Reitgelände;;Zona de equitación muy grande;;;;;;;;;x
depose_liege_desc;§Y$CLAIMANT$§! can attempt to depose §Y$TARGET$§!.;§Y$CLAIMANT$§! peut tenter de renverser §Y$TARGET$§!.;§Y$CLAIMANT$§! kann versuchen, §Y$TARGET$§! abzusetzen.;;§Y$CLAIMANT$§! puede intentar destituir a §Y$TARGET$§!.;;;;;;;;;x;;;
religious_s_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peut utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Kriegsgrund zur Konfiszierung aller Titel benutzen, die das ungläubige Ziel, §Y$TARGET$§!, unter dem de jure-Titel §Y$TITLE$§! bekleidet. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;;;;;;;;;x;;;
religious2_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peut utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Kriegsgrund zur Konfiszierung aller Titel benutzen, die das ungläubige Ziel, §Y$TARGET$§!, unter dem de jure-Titel §Y$TITLE$§! bekleidet. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;;;;;;;;;x;;;
religious2_s_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. Deus Vult!;Le(La) §Y$CLAIMANT$§! peut utiliser ce casus belli pour s’emparer de tous les titres que possède l’infidèle §Y$TARGET$§! au sein du(de la) §Y$TITLE$§! de jure. Deus Vult !;§Y$CLAIMANT$§! kann diesen Kriegsgrund zur Konfiszierung aller Titel benutzen, die das ungläubige Ziel, §Y$TARGET$§!, unter dem de jure-Titel §Y$TITLE$§! bekleidet. Deus Vult!;;§Y$CLAIMANT$§! puede usar este Casus Belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro del §Y$TITLE$§! de iure. ¡Deus Vult!;;;;;;;;;x;;;
summer_fair_0;Hold a Summer Fair;Organiser un Festival d’été;Sommerfest abhalten;;Celebrar una feria de verano;;;;;;;;;x;;;
summer_fair_0_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d’été est l’occasion d’attirer marchands, colporteurs et autres divertissements dans votre province.;Das Sommerfest bringt Kaufleute, fahrende Händler und allerlei Unterhalter in Eure Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;;;;;;;;;x;;;
feast_0;Hold a Feast;Organiser un banquet;Gelage abhalten;;Celebrar un banquete;;;;;;;;;x;;;
feast_0_desc;Hold the biggest feast ever seen in the Kingdom!;Organisez le plus grand banquet du royaume !;Veranstaltet das größte Gelage, das das Königreich je gesehen hat!;;¡Celebra el banquete más grande jamás visto en el reino!;;;;;;;;;x;;;
hold_grand_hunt_0;Go on a Grand Hunt;Participer à une grande partie de chasse;Auf eine Hofjagd gehen;;Únete a una gran cacería;;;;;;;;;x;;;
hold_grand_hunt_0_desc;Go on a Grand Hunt with the best hunters in our domains!;Participez à une grande partie de chasse avec les meilleurs chasseurs de nos domaines !;Mit den besten Jägern unserer Domänen auf eine Hofjagd gehen!;;¡Ve a una gran cacería con los mejores cazadores de nuestros dominios!;;;;;;;;;x;;;
summer_fair_1;Hold a Summer Fair;Organiser un Festival d’été;Sommerfest abhalten;;Celebrar una feria de verano;;;;;;;;;x;;;
summer_fair_1_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d’été est l’occasion d’attirer marchands, colporteurs et autres divertissements dans votre province.;Das Sommerfest bringt Kaufleute, fahrende Händler und allerlei Unterhalter in Eure Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;;;;;;;;;x;;;
feast_1;Hold a Feast;Organiser un banquet;Gelage abhalten;;Celebrar un banquete;;;;;;;;;x;;;
feast_1_desc;Hold the biggest feast ever seen in the Kingdom!;Organisez le plus grand banquet du royaume !;Veranstaltet das größte Gelage, das das Königreich je gesehen hat!;;¡Celebra el banquete más grande jamás visto en el reino!;;;;;;;;;x;;;
hold_grand_hunt_1;Go on a Grand Hunt;Participer à une grande partie de chasse;Auf eine Hofjagd gehen;;Únete a una gran cacería;;;;;;;;;x;;;
hold_grand_hunt_1_desc;Go on a Grand Hunt with the best hunters in our domains!;Participez à une grande partie de chasse avec les meilleurs chasseurs de nos domaines !;Mit den besten Jägern unserer Domänen auf eine Hofjagd gehen!;;¡Ve a una gran cacería con los mejores cazadores de nuestros dominios!;;;;;;;;;x;;;
summer_fair_2;Hold a Summer Fair;Organiser un Festival d’été;Sommerfest abhalten;;Celebrar una feria de verano;;;;;;;;;x;;;
summer_fair_2_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d’été est l’occasion d’attirer marchands, colporteurs et autres divertissements dans votre province.;Das Sommerfest bringt Kaufleute, fahrende Händler und allerlei Unterhalter in Eure Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;;;;;;;;;x;;;
feast_2;Hold a Feast;Organiser un banquet;Gelage abhalten;;Celebrar un banquete;;;;;;;;;x;;;
feast_2_desc;Hold the biggest feast ever seen in the Kingdom!;Organisez le plus grand banquet du royaume !;Veranstaltet das größte Gelage, das das Königreich je gesehen hat!;;¡Celebra el banquete más grande jamás visto en el reino!;;;;;;;;;x;;;
hold_grand_hunt_2;Go on a Grand Hunt;Participer à une grande partie de chasse;Auf eine Hofjagd gehen;;Únete a una gran cacería;;;;;;;;;x;;;
hold_grand_hunt_2_desc;Go on a Grand Hunt with the best hunters in our domains!;Participez à une grande partie de chasse avec les meilleurs chasseurs de nos domaines !;Mit den besten Jägern unserer Domänen auf eine Hofjagd gehen!;;¡Ve a una gran cacería con los mejores cazadores de nuestros dominios!;;;;;;;;;x;;;
succ_turkish_succession;Open;Ouvert;Open;;Open;;;;;;;;;x;;;
succ_gavelkind_desc;The titles of the ruler are divided among his children, with the oldest getting the primary title. If the ruler has no children who can inherit, the law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y33%§! larger demesne. Gavelkind is a very popular law with everyone except the oldest child.;Les titres du souverain sont répartis entre ses enfants, l’aîné héritant du titre principal. Si le souverain n’a pas d’enfants, la loi basée sur la primogéniture s’applique. Vous ne subissez aucune pénalité de prestige lorsque vous avez des fils sans terres, et pouvez posséder un domaine §Y33%§! plus grand. La loi basée sur le gavelkind est très appréciée de tous, sauf de l’aîné des enfants.;Die Titel des Herrschers werden unter seinen Kindern verteilt, wobei das älteste Kind den Primärtitel erhält. Hat der Herrscher keine Kinder, die seine Nachfolge antreten können, gilt das Ältestenrecht. Ihr erleidet durch landlose Söhne keine Prestigeverluste, und Eure Domäne kann um §Y33%§! größer sein. Außer beim ältesten Kind ist Gavelkind ein bei jedermann sehr beliebtes Gesetz.;;Los títulos del gobernante se dividen entre sus hijos, siendo el mayor el que obtiene el título principal. Si el gobernante no tiene hijos que puedan heredar, la ley remite por defecto a la primogenitura. No pierdes prestigio por tener hijos sin tierras y tu heredad puede ser un §Y33%§! mayor. La sucesión a partes iguales es una ley muy aceptada por todos salvo por el hijo mayor.;;;;;;;;;x;;;
holding_grand_hunt;Hosting a Grand Hunt;Accueillir une Grande Chasse;Eine große Jagdt veranstalten;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;Hosting a Grand Hunt;x;;;;
holding_large_feast;Holding a Large Feast;Organiser une grande fête;Ein großes Fest geben;;Celebrando un gran banquete;;;;;;;;;x;;;
baron_muslim;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x;;;
barony_of_muslim;Wilayah of;Wilaya de;Wilayah von;;Vilayato de;;;;;;;;;x;;;
count_muslim;Sheikh;Cheikh;Scheich;;Jeque;;;;;;;;;x;;;
county_of_muslim;Sheikhdom of;Cheikat de;Scheichtum von;;Dominio del Jeque;;;;;;;;;x;;;
temple_barony_of_muslim;Masjid of;Cheikat de;Scheichtum von;;Dominio del jeque de;;;;;;;;;x;;;
temple_count_judaism;Rabbi;Rabbin;Rabbi;;Rabbi;;;;;;;;;x;;;
temple_barony_of_judaism;Synagogue of;Synagogue de;Synagoge von;;Synagogue of;;;;;;;;;x;;;
arrange_marriages;Arrange Courtier Marriages;Arranger des mariages de courtisans;Ordnen Sie Höfling-Ehen an;;Arrange Courtier Marriages;;;;;;;;;x;;;
arrange_marriages_desc;Wed all your unmarried courtiers in a grand ceremony.;Marier tous vos courtisans célibataires lors d'une grande cérémonie.;Verheiraten Sie alle Ihre unverheirateten Höflinge in einer großartigen Zeremonie.;;Wed all your unmarried courtiers in a grand ceremony.;;;;;;;;;x;;;
duke_muslim;Emir;Émir;Emir;;Emir;;;;;;;;;x;;;
duke_muslim_female;Emira;Émira;Emirin;;Emira;;;;;;;;;x;;;
duchy_of_muslim;Emirate of;Émirat de;Emirat von;;Emirato de;;;;;;;;;x;;;
king_muslim;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x;;;
king_muslim_female;Sultana;Sultane;Sultanin;;Sultana;;;;;;;;;x;;;
kingdom_of_muslim;Sultanate of;Sultanat de;Sultanat von;;Sultanato de;;;;;;;;;x;;;
civil_war;Civil War;Guerre civile;Bürgerkrieg;Civil War;Civil War;;;;;;;x;;;;;
job_spiritual_judaism_group;Chief Rabbi;Grand Rabbin;Chief Rabbi;;Chief Rabbi;;;;;;;;;x;;;
judaism_group;Jewish;Juif;Jewish;;Jewish;;;;;;;;;x;;;
judaism;Jewish;Juif;Jewish;;Jewish;;;;;;;;;x;;;
empire_of_turkish;Empire of;Empire de;Reich von;Empire of;Empire of;;;;;;;x;;;;;
wrong_religion_group_capital;Heathen Capital;Capitale païenne;Heiden Hochburg;Heathen Capital;Heathen Capital;Heathen Capital;;;;;;x;;;;;
wrong_religion_group_capital_desc;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;Régner dans une province qui ne suit pas la vraie foi rend difficile l'administration de vos territoires.;Das Regieren in einer Provinz, die dem wahren Glauben nicht folgt, macht adminstration Ihrer Territorien schwierig.;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;;;;;;x;;;;;
wrong_religion_capital;Heretic Capital;Capitale hérétique;Ketzer Hauptstadt;Heretic Capital;Heretic Capital;Heretic Capital;;;;;;x;;;;;
wrong_religion_capital_desc;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;Régner dans une province qui ne suit pas la vraie foi rend difficile l'administration de vos territoires.;Das Regieren in einer Provinz, die dem wahren Glauben nicht folgt, macht adminstration Ihrer Territorien schwierig.;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;Reigning in a province that does not follow the true faith makes adminstration of your territories difficult.;;;;;;;x;;;;;
tall;Tall;Grand Rabbin;Groß;Tall;Tall;;;;;;;x;;;;;
tall_desc;This character is of unusually tall and impressive stature.;Ce personnage est a une impressionante et inhabituellement grande stature.;Dieser Charakter ist von  ungewöhnlich hoher und eindrucksvoller Statur.;This character is of unusually tall and impressive stature.;This character is of unusually tall and impressive stature.;;;;;;;x;;;;;
cornish;Cornish;Cornouaillais;Kornich;Cornish;Cornish;;;;;;;x;;;;;
crusade_war;Crusade;Croisade;Kreuzzug;Crusade;Crusade;;;;;;;x;;;;;
crusade_war_desc;Defending against a Crusade allows us to call on more troops from our vassals.;Defending against a Crusade allows us to call on more troops from our vassals.;Defending against a Crusade allows us to call on more troops from our vassals.;Defending against a Crusade allows us to call on more troops from our vassals.;Defending against a Crusade allows us to call on more troops from our vassals.;;;;;;;x;;;;;
pommeranian;Wend;Wende;Wendland;Wend;Wend;;;;;;;x;;;;;
bohemian;Czech;Tchèque;Chechien;Czech;Czech;;;;;;;x;;;;;
vassal_ruler;Local Levies;Levées locales;Lokale Erhebungen;Local Levies;Local Levies;;;;;;;x;;;;;
vassal_ruler_desc;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;Notre rang relativement modeste nous octroie un meilleur contrôle sur nos vassaux locaux, qui vont nous fournir plus de troupes. ;Unsere relativ niedrige Stand gibt uns besser kontrolle über unsere lokalen Vasallen, die uns mit mehr Truppen versorgen werden.;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;;;;;;;x;;;;;
defensive_war;Defensive War;Guerre défensive;Verteidigungskrieg ;Defensive War;Defensive War;;;;;;;x;;;;;
defensive_war_desc;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;Comme nous nous battons dans une guerre défensive, nos vassaux sont obligés de nous fournir plus de troupes qu'à l'accoutumé. ;Da wir mit einem Verteidigungskrieg kämpfen, werden unsere Vasallen verpflichtet, uns mit mehr Truppen zu versorgen, als sie sonst würden.;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;As we are fighting a defensive war, our vassals are obligated to provide us with more troops than they otherwise would.;;;;;;;x;;;;;
opinion_outraged;Outraged;Outragé;Empört;Outraged;Outraged;;;;;;;x;;;;;
ct_city_levies;City Levies;Levées citadines;Stadt Erhebungen;City Levies;City Levies;;;;;;;x;;;;;
tp_papal_levies;Papal Levies;Levées papales;Päpstliche Erhebungen;Papal Levies;Papal Levies;;;;;;;x;;;;;
ca_order_house;Order House;Maison de l'Ordre;Ordnungshaus;Order House;Order House;;;;;;;x;;;;;
nubian;Nubian;Nubien;Nubian;Nubian;Nubian;;;;;;;x;;;;;
somali;Somali;Somali;Somali;Somali;Somali;;;;;;;x;;;;;
opinion_won_holy_war;Won Holy War;Guerre sainte gagnée;Gewonnener Heiliger Krieg;Won Holy War;Won Holy War;;;;;;;x;;;;;
opinion_job_security_concerns;Council Job Change;Changement de poste au Conseil;Ratsjob-Änderung;Council Job Change;Council Job Change;;;;;;;x;;;;;
opinion_martial_ties;Married Close Relative;Marié avec un parent proche;Naher Verwandter geheiratet.;Married Close Relative;Married Close Relative;;;;;;;x;;;;;
not_dejure_liege;Not De Jure Liege;Pas suzerain De Jure;Kein De Jure Lehnsherr;Not De Jure Liege;Not De Jure Liege;;;;;;;x;;;;;
not_dejure_liege_desc;This character resents being ruled by a liege who has no natural rights to their land.;Ce personnage en veut à son suzerain qui n'a pas de droits naturels sur ces terres.;Dieser Charakter nimmt übel, durch eine Lehnsherr beherrscht zu werden, der kein natürliches Rechte auf sein Land hat.;This character resents being ruled by a liege who has no natural rights to their land.;This character resents being ruled by a liege who has no natural rights to their land.;;;;;;;x;;;;;
employ_steward;Invite Steward to Court;Inviter un intendant à la Cour;Kämmerer an den Hof laden;Invite Steward to Court;Invite Steward to Court;;;;;;;x;;;;;
employ_steward_desc;Invite a promising nobleman to court, to aid with matters of administration.;Inviter un noble prometteur à la Cour, pour vous assister en matière d'administration.;Laden Sie einen viel versprechenden Adligen in den Rat ein, um in Regierungsangelegenheiten zu helfen.;Invite a promising nobleman to court, to aid with matters of administration.;Invite a promising nobleman to court, to aid with matters of administration.;;;;;;;x;;;;;
employ_chancellor;Invite Chancellor to Court;Inviter un Chancelier à la Cour;Kanzler an den Hof laden;Invite Chancellor to Court;Invite Chancellor to Court;;;;;;;x;;;;;
employ_chancellor_desc;Invite a promising nobleman to court, to aid with diplomatic affairs.;Inviter un noble prometteur à la Cour, pour vous assister en matière diplomatique.;Laden Sie einen viel versprechenden Adligen in den Rat ein, um bei diplomatischen Angelegenheiten zu helfen.;Invite a promising nobleman to court, to aid with diplomatic affairs.;Invite a promising nobleman to court, to aid with diplomatic affairs.;;;;;;;x;;;;;
employ_marshal;Invite Marshal to Court;Inviter un Marchal à la Cour.;Marschall an den Hof laden;Invite Marshal to Court;Invite Marshal to Court;;;;;;;x;;;;;
employ_marshal_desc;Invite a promising nobleman to court, to help train your armies.;Inviter un noble prometteur à la Cour, pour vous aider à entrainer vos hommes d'armes.;Laden Sie einen viel versprechenden Adligen in den Rat ein, um dabei zu helfen unsere Armee auszubilden.;Invite a promising nobleman to court, to help train your armies.;Invite a promising nobleman to court, to help train your armies.;;;;;;;x;;;;;
employ_spymaster;Invite Spymaster to Court;Inviter un maître espion à la Cour;Hofspitzel an den Hof laden;Invite Spymaster to Court;Invite Spymaster to Court;;;;;;;x;;;;;
employ_spymaster_desc;Invite a promising nobleman to court, to help run your spy network.;Inviter un noble prometteur à la Cour, pour vous aider à diriger votre réseau d'espions.;Laden Sie einen Hofspitzel in den Rat ein der uns hilft ein Spitzelnetzwerk aufzubauen.;Invite a promising nobleman to court, to help run your spy network.;Invite a promising nobleman to court, to help run your spy network.;Invite a promising nobleman to court, to help run your spy network.;;;;;;x;;;;;
underhanded_rogue;Gruff Diplomat;Diplomate brusque;Schroffer Diplomat;;Gruff Diplomat;;;;;;;;;x;;;
underhanded_rogue_desc;The Gruff Diplomat is a rough but decently effective diplomat.;Le diplomate brusque est un diplomate grossier mais efficace.;Der Schroffe Diplomat ist ein rauer, aber sehr wirksamer Diplomat.;;The Gruff Diplomat is a rough but decently effective diplomat.;;;;;;;;;x;;;
controls_antipope;Controls the Anti-Pope;Contrôle de l'Anti-Pape;Kontrolliert den Gegenpapst;Controls the Anti-Pope;Controls the Anti-Pope;;;;;;;x;;;;;
desc_controls_antipope;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;Ce personnage entend  prendre des décisions sur les affaires de l'Eglise bien qu'il soit un souverain temporel. Cette attitude peut être vue comme à la limite de l'orthodoxie. ;Dieser Charakter nimmt sich heraus, um über die Angelegenheiten der Kirche zu entscheiden, trotz, seiner zeitlichen Herschaft. Diese Einstellung könnte als ketzerische Grenzlinie angesehen werden.;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;This character presumes to decide over the affairs of the church despite being a temporal ruler. This attitude could be seen as borderline heretical.;;;;;;;x;;;;;
nick_the_quiverfull;Quiverfull;Quiverfull;Quiverfull;Quiverfull;Quiverfull;;;;;;;x;;;;;
nick_the_lewd;the Lewd;l'Obscène;der Unanständige;the Lewd;the Lewd;;;;;;;x;;;;;
nick_the_dwarf;the Dwarf;le nain;der Zwerg;the Dwarf;the Dwarf;;;;;;;x;;;;;
nick_the_fool;the Fool;l'Imbécile;der Einfältige;the Fool;the Fool;;;;;;;x;;;;;
plot_kidnap_liege_title;Kidnap [This.GetBestName];Enlever [This.GetBestName];Kidnape [This.GetBestName];Kidnap [This.GetBestName];Kidnap [This.GetBestName];;;;;;;x;;;;;
plot_kidnap_liege_desc;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;[From.GetTitledFirstName] a décidé que l'enlèvement constitue le seul moyen pour que [This.GetTitledFirstName] abandonne ses terres. ;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;[From.GetTitledFirstName] has decided that kidnapping is the only way to make [This.GetTitledFirstName] give up some of [This.GetHerHis] land.;;;;;;;x;;;;;
dishonorable1;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable1_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable2;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable2_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable3;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
dishonorable3_desc;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;Ce personnage aime résoudre ses problèmes par l'assassinat, il est très mal vu pour cela.;Dieser Charakter behebt gern Probleme durch Morde und wird wegen dieser eher schlecht angesehen.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;This character likes to solve problems through assassinations and is rather poorly regarded because of it.;;;;;;;x;;;;;
dishonorable4;Dishonorable;Déshonorant;Unehrenhaft;Dishonorable;Dishonorable;;;;;;;x;;;;;
