#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_the_warrior;the Warrior;le Guerrier;der Krieger;;El Guerrero;;;;;;;;;x
nick_the_mystic;the Mystic;le Mystique;der Mystiker;;El Místico;;;;;;;;;x
nick_the_bad;the Bad;le Mauvais;der Schlecht;;El Malo;;;;;;;;;x
nick_the_generous;the Generous;le Généreux;der Großzügig;;El Generoso;;;;;;;;;x
nick_the_honorable;the Honorable;le Honorable;der Ehrenhaft;;El Honorable;;;;;;;;;x
nick_the_treacherous;the Treacherous;le Perfide;der Verräterisch;;El Traicionero;;;;;;;;;x
nick_the_weak;the Weak;le Faible;der Schwach;;El Débil;;;;;;;;;x
nick_the_scarred;the Scarred;le Balafré;der Narbig;;El Cicatrizado;;;;;;;;;x
nick_the_quiet;the Quiet;le Tranquille;der Ruhig;;El Tranquilo;;;;;;;;;x
nick_the_shrewd;the Shrewd;le Astucieux;der Schlau;;El Hábil;;;;;;;;;x
nick_the_peaceful;the Peaceful;le Pacifique;der Friedlich;;El Pacífico;;;;;;;;;x
nick_the_ambitious;the Ambitious;le Ambitieux;der Ehrgeizig;;El Ambicioso;;;;;;;;;x
nick_the_truthful;the Truthful;le Véridique;der Wahrheitsgemäß;;El Veraz;;;;;;;;;x
nick_the_distrustful;the Distrustful;le Méfiant;der Misstrauisch;;El Desconfiado;;;;;;;;;x
nick_the_righteous;the Righteous;le Vertueux;der Rechtschaffen;;El Virtuoso;;;;;;;;;x
nick_the_hotspur;Hotspur;Hotspur;Hotspur;;Hotspur;;;;;;;;;x
nick_the_boar;the Boar;le Verrat;der Wildschwein;;El Verraco;;;;;;;;;x
nick_the_pompous;the Pompous;le Pompeux;der Pompös;;El Pomposo;;;;;;;;;x
nick_the_exile;the Exile;le Exil;der Exil;;El Exilio;;;;;;;;;x
nick_the_infirm;the Infirm;le Infirme;der Gebrechlich;;El Enfermizo;;;;;;;;;x
nick_the_reluctant;the Reluctant;le Réticent;der Widerstrebend;;El Renuente;;;;;;;;;x
nick_the_peculiar;the Peculiar;le Particulier;der Eigenartig;;El Peculiar;;;;;;;;;x
nick_the_dane;the Dane;le Danois;der Däne;;El Danés;;;;;;;;;x
nick_the_saxon;the Saxon;le Saxon;der Sachse;;El Sajón;;;;;;;;;x
nick_the_scot;the Scot;le Écossais;der Schotte;;El Escocés;;;;;;;;;x
nick_the_german;the German;le Allemand;der Deutsch;;El Alemán;;;;;;;;;x
nick_the_rich;the Rich;le Riche;der Reich;;El Rico;;;;;;;;;x
nick_the_stammerer;the Stammerer;le Bègue;der Stotterer;;El Tartamudo;;;;;;;;;x
nick_the_brilliant;the Brilliant;le Brillant;der Brillant;;El Brillante;;;;;;;;;x
nick_the_norman;the Norman;le Normand;der Norman;;El Normando;;;;;;;;;x
nick_the_moor;the Moor;le Moor;der Moor;;El Moor;;;;;;;;;x
nick_the_apathetic;the Apathetic;l'Apathique;der Apathisch;;El Apático;;;;;;;;;x
nick_the_upright;the Upright;le Droit;der Aufrecht;;El Recto;;;;;;;;;x
nick_the_skald;the Skald;le Skald;der Skald;;El Skald;;;;;;;;;x
nick_the_bard;the Bard;le Bard;der Bard;;El Bard;;;;;;;;;x
nick_the_scop;the Scop;le Scop;der Scop;;El Scop;;;;;;;;;x
nick_the_recluse;the Recluse;le Recluse;der Recluse;;El Recluso;;;;;;;;;x
nick_the_tyrant;the Tyrant;le Tyran;der Tyrann;;El Tirano;;;;;;;;;x
nick_the_nord;the Nord;le Nord;der Nord;;El Nord;;;;;;;;;x
nick_the_breton;the Breton;le Breton;der Bretonisch;;El Breton;;;;;;;;;x
nick_the_finn;the Finn;le Finlandais;der Finne;;El Finlandés;;;;;;;;;x
nick_the_candid;the Candid;le Candide;der Offen;;El Franco;;;;;;;;;x
nick_the_clubfoot;the Clubfoot;le Pied Bot;der Klumpfuß;;El Pie Zambo;;;;;;;;;x
nick_the_suspicious;the Suspicious;le Méfiant;der Misstrauisch;;El Desconfiado;;;;;;;;;x
nick_the_eagle;the Eagle;le Aigle;der Adler;;El Águila;;;;;;;;;x
nick_the_seemly;the Seemly;le Convenable;der Schicklich;;El Decoroso;;;;;;;;;x
nick_the_ashik;the Ashik;le Ashik;der Ashik;;El Ashik;;;;;;;;;x
nick_the_minnesinger;the Minnesinger;le Minnesinger;der Minnesänger;;El Minnesinger;;;;;;;;;x
nick_the_wanton;the Wanton;le Gratuit;der Mutwillig;;El Sin Sentido;;;;;;;;;x
nick_the_glorious;the Glorious;le Glorieux;die Glorreiche;;El Glorioso;;;;;;;;;x
