#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_gao_adj;Gaoan;Gaoan;Gaoanische;;Gaoan;;;;;;;;;x
c_timbuktu_adj;Timbuktan;Timbuktan;Timbuktanische;;Timbuktan;;;;;;;;;x
c_wagadou_adj;Kumbee-Tengan;Kumbee-Tengan;Kumbee-Tenganische;;Kumbee-Tengan;;;;;;;;;x
c_tenkodogo_adj;Zarmagandan;Zarmagandan;Zarmagandanische;;Zarmagandan;;;;;;;;;x
c_koudougu_adj;Bolgatangan;Bolgatangan;Bolgatanganische;;Bolgatangan;;;;;;;;;x
c_niani_adj;Niani;Niani;Nianische;;Niani;;;;;;;;;x
c_sikasso_adj;Bobo;Bobo;Bobische;;Bobo;;;;;;;;;x
c_yaresna_adj;Yaresnan;Yaresnanische;Yaresnan;;Yaresnan;;;;;;;;;x
c_ghiryu_adj;Kirana;Kirana;Kiranaische;;Kirana;;;;;;;;;x
c_el_aaiun_adj;El Aaiunic;El Aaiunic;El Aaiunicische;;El Aaiunic;;;;;;;;;x
c_boujdour_adj;Boujdouran;Boujdouran;Boujdouranische;;Boujdouran;;;;;;;;;x
c_dakhla_adj;Idjili;Idjili;Idjilische;;Idjili;;;;;;;;;x
c_bir_gandlus_adj;Nouakchotti;Nouakchotti;Nouakchottische;;Nouakchotti;;;;;;;;;x
b_morfil;Morfil;Morfil;Morfil;;Morfil;;;;;;;;;x
b_morfil_adj;Morfil;Morfil;Morfilische;;Morfil;;;;;;;;;x
b_podor;Podor;Podor;Podor;;Podor;;;;;;;;;x
b_podor_adj;Podor;Podor;Podorische;;Podor;;;;;;;;;x
b_salde;Salde;Salde;Salde;;Salde;;;;;;;;;x
b_salde_adj;Salde;Salde;Saldische;;Salde;;;;;;;;;x
b_ngoui;Ngoui;Ngoui;Ngoui;;Ngoui;;;;;;;;;x
b_ngoui_adj;Ngoui;Ngoui;Ngouische;;Ngoui;;;;;;;;;x
b_matam;Matam;Matam;Matam;;Matam;;;;;;;;;x
b_matam_adj;Matam;Matam;Matamische;;Matam;;;;;;;;;x
b_kanel;Kanel;Kanel;Kanel;;Kanel;;;;;;;;;x
b_kanel_adj;Kaneli;Kaneli;Kanelische;;Kaneli;;;;;;;;;x
b_agnam-goly;Agnam-Goly;Agnam-Goly;Agnam-Goly;;Agnam-Goly;;;;;;;;;x
b_agnam-goly_adj;Agnam-Goly;Agnam-Goly;Agnam-Golische;;Agnam-Goly;;;;;;;;;x
b_tabacounda;Tabacounda;Tabacounda;Tabacounda;;Tabacounda;;;;;;;;;x
b_tabacounda_adj;Tabacoundan;Tabacoundan;Tabacoundanische;;Tabacoundan;;;;;;;;;x
b_bakel;Bakel;Bakel;Bakel;;Bakel;;;;;;;;;x
b_bakel_adj;Bakeli;Bakeli;Bakelische;;Bakeli;;;;;;;;;x
b_goudiry;Goudiry;Goudiry;Goudiry;;Goudiry;;;;;;;;;x
b_goudiry_adj;Goudiry;Goudiry;Goudirische;;Goudiry;;;;;;;;;x
b_ndiangue;Ndiangue;Ndiangue;Ndiangue;;Ndiangue;;;;;;;;;x
b_ndiangue_adj;Ndiangue;Ndiangue;Ndianguische;;Ndiangue;;;;;;;;;x
b_diourbel;Diourbel;Diourbel;Diourbel;;Diourbel;;;;;;;;;x
b_diourbel_adj;Diourbeli;Diourbeli;Diourbelische;;Diourbeli;;;;;;;;;x
b_nder;Nder;Nder;Nder;;Nder;;;;;;;;;x
b_nder_adj;Nderi;Nderi;Nderische;;Nderi;;;;;;;;;x
b_mboul;Mboul;Mboul;Mboul;;Mboul;;;;;;;;;x
b_mboul_adj;Mbouli;Mbouli;Mboulische;;Mbouli;;;;;;;;;x
b_yoff;Yoff;Yoff;Yoff;;Yoff;;;;;;;;;x
b_yoff_adj;Yoffi;Yoffi;Yoffische;;Yoffi;;;;;;;;;x
b_thies;Thies;Thies;Thies;;Thies;;;;;;;;;x
b_thies_adj;Thiesan;Thiesan;Thiesanische;;Thiesan;;;;;;;;;x
b_nguekokh;Nguekokh;Nguekokh;Nguekokh;;Nguekokh;;;;;;;;;x
b_nguekokh_adj;Nguekokh;Nguekokh;Nguekokhische;;Nguekokh;;;;;;;;;x
b_linguere;Linguere;Linguere;Linguere;;Linguere;;;;;;;;;x
b_linguere_adj;Lingueri;Lingueri;Linguerische;;Lingueri;;;;;;;;;x
b_touba;Touba;Touba;Touba;;Touba;;;;;;;;;x
b_touba_adj;Touban;Touban;Toubanische;;Touban;;;;;;;;;x
b_diourbel;Diourbel;Diourbel;Diourbel;;Diourbel;;;;;;;;;x
b_diourbel_adj;Diourbeli;Diourbeli;Diourbelische;;Diourbeli;;;;;;;;;x
b_kahone;Kahone;Kahone;Kahone;;Kahone;;;;;;;;;x
b_kahone_adj;Kahona;Kahona;Kahonische;;Kahona;;;;;;;;;x
b_mbissel;Mbissel;Mbissel;Mbissel;;Mbissel;;;;;;;;;x
b_mbissel_adj;Mbisselian;Mbisselian;Mbisselianische;;Mbisselian;;;;;;;;;x
b_kaolack;Kaolack;Kaolack;Kaolack;;Kaolack;;;;;;;;;x
b_kaolack_adj;Kaolackian;Kaolackian;Kaolackianische;;Kaolackian;;;;;;;;;x
b_jurbel;Jurbel;Jurbel;Jurbel;;Jurbel;;;;;;;;;x
b_jurbel_adj;Jurbeli;Jurbeli;Jurbelische;;Jurbeli;;;;;;;;;x
b_mbour;Mbour;Mbour;Mbour;;Mbour;;;;;;;;;x
b_mbour_adj;Mbouri;Mbouri;Mbourische;;Mbouri;;;;;;;;;x
b_bambey;Bambey;Bambey;Bambey;;Bambey;;;;;;;;;x
b_bambey_adj;Bambeyan;Bambeyan;Bambeyanische;;Bambeyan;;;;;;;;;x
b_ziguincha;Ziguincha;Ziguincha;Ziguincha;;Ziguincha;;;;;;;;;x
b_ziguincha_adj;Ziguinchan;Ziguinchan;Ziguinchanische;;Ziguinchan;;;;;;;;;x
b_serekunda;Serekunda;Serekunda;Serekunda;;Serekunda;;;;;;;;;x
b_serekunda_adj;Serekundan;Serekundan;Serekundanische;;Serekundan;;;;;;;;;x
b_banjul;Banjul;Banjul;Banjul;;Banjul;;;;;;;;;x
b_banjul_adj;Banjuli;Banjuli;Banjulische;;Banjuli;;;;;;;;;x
b_brikama;Brikama;Brikama;Brikama;;Brikama;;;;;;;;;x
b_brikama_adj;Brikaman;Brikaman;Brikamanische;;Brikaman;;;;;;;;;x
b_araouane;Araouani;Araouani;Araouani;;Araouani;;;;;;;;;x
b_araouane_adj;Araouani;Araouani;Araouanische;;Araouani;;;;;;;;;x
b_soumpi;Soumpi;Soumpi;Soumpi;;Soumpi;;;;;;;;;x
b_soumpi_adj;Soumpi;Soumpi;Soumpische;;Soumpi;;;;;;;;;x
b_niafunke;Niafunke;Niafunke;Niafunke;;Niafunke;;;;;;;;;x
b_niafunke_adj;Niafunke;Niafunke;Niafunkische;;Niafunke;;;;;;;;;x
b_dianke;Dianke;Dianke;Dianke;;Dianke;;;;;;;;;x
b_dianke_adj;Dianke;Dianke;Diankische;;Dianke;;;;;;;;;x
b_niono;Niono;Niono;Niono;;Niono;;;;;;;;;x
b_niono_adj;Niono;Niono;Nionische;;Niono;;;;;;;;;x
b_kouyakoura;Kouyakoura;Kouyakoura;Kouyakoura;;Kouyakoura;;;;;;;;;x
b_kouyakoura_adj;Kouyakouran;Kouyakouran;Kouyakouranische;;Kouyakouran;;;;;;;;;x
b_nyemina;Nyemina;Nyemina;Nyemina;;Nyemina;;;;;;;;;x
b_nyemina_adj;Nyemina;Nyemina;Nyeminische;;Nyemina;;;;;;;;;x
b_aoudaghost;Aoudaghost;Aoudaghost;Aoudaghost;;Aoudaghost;;;;;;;;;x
b_aoudaghost_adj;Aoudaghosti;Aoudaghosti;Aoudaghostische;;Aoudaghosti;;;;;;;;;x
b_rkiz;Rkiz;Rkiz;Rkiz;;Rkiz;;;;;;;;;x
b_rkiz_adj;Rkizi;Rkizi;Rkizische;;Rkizi;;;;;;;;;x
b_togba;Togba;Togba;Togba;;Togba;;;;;;;;;x
b_togba_adj;Togba;Togba;Togbische;;Togba;;;;;;;;;x
b_oualata;Oualata;Oualata;Oualata;;Oualata;;;;;;;;;x
b_oualata_adj;Oualatan;Oualatan;Oualatanische;;Oualatan;;;;;;;;;x
b_koumbi_saleh;Koumbi Saleh;Koumbi Saleh;Koumbi Saleh;;Koumbi Saleh;;;;;;;;;x
b_koumbi_saleh_adj;Koumbi Saleh;Koumbi Saleh;Koumbi Salehische;;Koumbi Saleh;;;;;;;;;x
b_ain_verba;Ain Verba;Ain Verba;Ain Verba;;Ain Verba;;;;;;;;;x
b_ain_verba_adj;Ain Verba;Ain Verba;Ain Verbaische;;Ain Verba;;;;;;;;;x
b_djenne;Djenne;Djenne;Djenne;;Djenne;;;;;;;;;x
b_djenne_adj;Djenne;Djenne;Djennische;;Djenne;;;;;;;;;x
b_djoboro;Djoboro;Djoboro;Djoboro;;Djoboro;;;;;;;;;x
b_djoboro_adj;Djoboro;Djoboro;Djoborische;;Djoboro;;;;;;;;;x
b_konboro;Konboro;Konboro;Konboro;;Konboro;;;;;;;;;x
b_konboro_adj;Konboro;Konboro;Konborische;;Konboro;;;;;;;;;x
b_sekou_amadou;Sekou Amadou;Sekou Amadou;Sekou Amadou;;Sekou Amadou;;;;;;;;;x
b_sekou_amadou_adj;Sekou Amadou;Sekou Amadische;Sekou Amadou;;Sekou Amadou;;;;;;;;;x
b_mopti;Mopti;Mopti;Mopti;;Mopti;;;;;;;;;x
b_mopti_adj;Mopti;Mopti;Moptische;;Mopti;;;;;;;;;x
b_bamako;Bamako;Bamako;Bamako;;Bamako;;;;;;;;;x
b_bamako_adj;Bamako;Bamako;Bamakische;;Bamako;;;;;;;;;x
b_koro_koulikoro;Koro Koulikoro;Koro Koulikoro;Koro Koulikoro;;Koro Koulikoro;;;;;;;;;x
b_koro_koulikoro_adj;Koro Koulikoro;Koro Koulikoro;Koro Koulikorische;;Koro Koulikoro;;;;;;;;;x
b_sema;Sema;Sema;Sema;;Sema;;;;;;;;;x
b_sema_adj;Semani;Semani;Semanische;;Semani;;;;;;;;;x
b_tunuma;Tunuma;Tunuma;Tunuma;;Tunuma;;;;;;;;;x
b_tunuma_adj;Tunuman;Tunuman;Tunumanische;;Tunuman;;;;;;;;;x
b_bindogoso;Bindogoso;Bindogoso;Bindogoso;;Bindogoso;;;;;;;;;x
b_bindogoso_adj;Bindogoso;Bindogoso;Bindogosische;;Bindogoso;;;;;;;;;x
b_dafra;Dafra;Dafra;Dafra;;Dafra;;;;;;;;;x
b_dafra_adj;Dafran;Dafran;Dafranische;;Dafran;;;;;;;;;x
b_dogona;Dogonan;Dogonan;Dogonan;;Dogonan;;;;;;;;;x
b_dogona_adj;Dogona;Dogona;Dogonische;;Dogona;;;;;;;;;x
b_yaresna;Yaresna;Yaresna;Yaresna;;Yaresna;;;;;;;;;x
b_yaresna_adj;Yaresnan;Yaresnan;Yaresnanische;;Yaresnan;;;;;;;;;x
b_kayes;Kayes;Kayes;Kayes;;Kayes;;;;;;;;;x
b_kayes_adj;Kayes;Kayes;Kayesische;;Kayes;;;;;;;;;x
b_kirana;Kirana;Kirana;Kirana;;Kirana;;;;;;;;;x
b_kirana_adj;Kiranan;Kiranan;Kirananische;;Kiranan;;;;;;;;;x
b_bafoulable;Bafoulable;Bafoulable;Bafoulable;;Bafoulable;;;;;;;;;x
b_bafoulable_adj;Bafoulabli;Bafoulabli;Bafoulablische;;Bafoulabli;;;;;;;;;x
b_diabougou;Diabougou;Diabougou;Diabougou;;Diabougou;;;;;;;;;x
b_diabougou_adj;Diabougou;Diabougou;Diabougische;;Diabougou;;;;;;;;;x
b_bure;Bure;Bure;Bure;;Bure;;;;;;;;;x
b_bure_adj;Burean;Burean;Bureanische;;Burean;;;;;;;;;x
b_dinguiraye;Dinguiraye;Dinguiraye;Dinguiraye;;Dinguiraye;;;;;;;;;x
b_dinguiraye_adj;Dinguirayian;Dinguirayian;Dinguirayianische;;Dinguirayian;;;;;;;;;x
b_jangaba;Jangaba;Jangaba;Jangaba;;Jangaba;;;;;;;;;x
b_jangaba_adj;Jangaban;Jangaban;Jangabanische;;Jangaban;;;;;;;;;x
b_babara;Babara;Babara;Babara;;Babara;;;;;;;;;x
b_babara_adj;Babaran;Babaran;Babaranische;;Babaran;;;;;;;;;x
b_gao;Gao;Gao;Gao;;Gao;;;;;;;;;x
b_gao_adj;Gao;Gao;Gaoische;;Gao;;;;;;;;;x
b_kukiya;Kukiya;Kukiya;Kukiya;;Kukiya;;;;;;;;;x
b_kukiya_adj;Kukiyan;Kukiyan;Kukiyanische;;Kukiyan;;;;;;;;;x
b_kawkaw;Kawkaw;Kawkaw;Kawkaw;;Kawkaw;;;;;;;;;x
b_kawkaw_adj;Kawkawi;Kawkawi;Kawkawische;;Kawkawi;;;;;;;;;x
b_gao-saney;Gao-Saney;Gao-Saney;Gao-Saney;;Gao-Saney;;;;;;;;;x
b_gao-saney_adj;Gao-Saney;Gao-Saney;Gao-Sanische;;Gao-Saney;;;;;;;;;x
b_gadei;Gadei;Gadei;Gadei;;Gadei;;;;;;;;;x
b_gadei_adj;Gadei;Gadei;Gadeische;;Gadei;;;;;;;;;x
b_timbuktu;Timbuktu;Timbuktu;Timbuktu;;Timbuktu;;;;;;;;;x
b_timbuktu_adj;Timbuktan;Timbuktan;Timbuktanische;;Timbuktan;;;;;;;;;x
b_kabara;Kabara;Kabara;Kabara;;Kabara;;;;;;;;;x
b_kabara_adj;Kabaran;Kabaran;Kabaranische;;Kabaran;;;;;;;;;x
b_sankore;Sankore;Sankore;Sankore;;Sankore;;;;;;;;;x
b_sankore_adj;Sankoran;Sankoran;Sankoranische;;Sankoran;;;;;;;;;x
b_djinguereber;Djinguereber;Djinguereber;Djinguereber;;Djinguereber;;;;;;;;;x
b_djinguereber_adj;Djinguereberi;Djinguereberische;Djinguereberi;;Djinguereberi;;;;;;;;;x
b_sidi_yahya;Sidi Yahya;Sidi Yahya;Sidi Yahya;;Sidi Yahya;;;;;;;;;x
b_sidi_yahya_adj;Sidi Yahya;Sidi Yahya;Sidi Yahyische;;Sidi Yahya;;;;;;;;;x
b_tenkodogo;Tengkodogo;Tengkodogo;Tengkodogo;;Tengkodogo;;;;;;;;;x
b_tenkodogo_adj;Tengkodogo;Tengkodogo;Tengkodogische;;Tengkodogo;;;;;;;;;x
b_koudougou;Koudougou;Koudougou;Koudougou;;Koudougou;;;;;;;;;x
b_koudougou_adj;Koudougou;Koudougou;Koudougoische;;Koudougou;;;;;;;;;x
b_wogodogo;Wogodogo;Wogodogo;Wogodogo;;Wogodogo;;;;;;;;;x
b_wogodogo_adj;Wogodogo;Wogodogo;Wogodogische;;Wogodogo;;;;;;;;;x
b_loanga;Loanga;Loanga;Loanga;;Loanga;;;;;;;;;x
b_loanga_adj;Loangan;Loangan;Loanganische;;Loangan;;;;;;;;;x
b_ouallam;Ouallam;Ouallam;Ouallam;;Ouallam;;;;;;;;;x
b_ouallam_adj;Ouallami;Ouallami;Ouallamische;;Ouallami;;;;;;;;;x
b_tillaberi;Tillaberi;Tillaberi;Tillaberi;;Tillaberi;;;;;;;;;x
b_tillaberi_adj;Tillaberi;Tillaberi;Tillaberische;;Tillaberi;;;;;;;;;x
b_bardouga;Bardouga;Bardouga;Bardouga;;Bardouga;;;;;;;;;x
b_bardouga_adj;Bardougan;Bardougan;Bardouganische;;Bardougan;;;;;;;;;x
b_bolgatanga;Bolgatanga;Bolgatanga;Bolgatanga;;Bolgatanga;;;;;;;;;x
b_bolgatanga_adj;Bolgatangan;Bolgatangan;Bolgatanganische;;Bolgatangan;;;;;;;;;x
b_nuarungu;Nuarungu;Nuarungu;Nuarungu;;Nuarungu;;;;;;;;;x
b_nuarungu_adj;Nuarungi;Nuarungi;Nuarungische;;Nuarungi;;;;;;;;;x
b_naa_bwewaa;Naa Bwewaa;Naa Bwewaa;Naa Bwewaa;;Naa Bwewaa;;;;;;;;;x
b_naa_bwewaa_adj;Naa Bwewaa;Naa Bwewaa;Naa Bwewische;;Naa Bwewaa;;;;;;;;;x
b_tongo;Tongo;Tongo;Tongo;;Tongo;;;;;;;;;x
b_tongo_adj;Tongo;Tongo;Tongische;;Tongo;;;;;;;;;x
b_dinarha;Dinarha;Dinarha;Dinarha;;Dinarha;;;;;;;;;x
b_dinarha_adj;Dinarhan;Dinarhan;Dinarhanische;;Dinarhan;;;;;;;;;x
b_segou;Segou;Segou;Segou;;Segou;;;;;;;;;x
b_segou_adj;Segou;Segou;Segouische;;Segou;;;;;;;;;x
b_el_aaiun;El Aaiun;El Aaiun;El Aaiun;;El Aaiun;;;;;;;;;x
b_el_aaiun_adj;El Aaiunic;El Aaiunic;El Aaiunicische;;El Aaiunic;;;;;;;;;x
b_boukra;Boukra;Boukra;Boukra;;Boukra;;;;;;;;;x
b_boukra_adj;Boukran;Boukran;Boukranische;;Boukran;;;;;;;;;x
b_semara;Semara;Semara;Semara;;Semara;;;;;;;;;x
b_semara_adj;Semaran;Semaran;Semaranische;;Semaran;;;;;;;;;x
b_boujdour;Boujdour;Boujdour;Boujdour;;Boujdour;;;;;;;;;x
b_boujdour_adj;Boujdouri;Boujdouri;Boujdourische;;Boujdouri;;;;;;;;;x
b_guelta_zemmur;Guelta Zemmur;Guelta Zemmur;Guelta Zemmur;;Guelta Zemmur;;;;;;;;;x
b_guelta_zemmur_adj;Guelta Zemmuri;Guelta Zemmuri;Guelta Zemmurische;;Guelta Zemmuri;;;;;;;;;x
b_idjil;Idjil;Idjil;Idjil;;Idjil;;;;;;;;;x
b_idjil_adj;Idjili;Idjili;Idjilische;;Idjili;;;;;;;;;x
b_bir_anzarane;Bir Anzarane;Bir Anzarane;Bir Anzarane;;Bir Anzarane;;;;;;;;;x
b_bir_anzarane_adj;Bir Anzarane;Bir Anzarane;Bir Anzaranische;;Bir Anzarane;;;;;;;;;x
b_nouakchott;Nouakchott;Nouakchott;Nouakchott;;Nouakchott;;;;;;;;;x
b_nouakchott_adj;Nouakchotti;Nouakchotti;Nouakchottische;;Nouakchotti;;;;;;;;;x
b_tichla;Tichla;Tichla;Tichla;;Tichla;;;;;;;;;x
b_tichla_adj;Tichlan;Tichlan;Tichlanische;;Tichlan;;;;;;;;;x
b_korioume;Korioume;Korioume;Korioume;;Korioume;;;;;;;;;x
b_korioume_adj;Korioumian;Korioumian;Korioumianische;;Korioumian;;;;;;;;;x
